Sunshine,WindGustSpeed,Humidity3pm,Pressure9am,Pressure3pm,Rain Tomorrow
12.475210903683864,56.0,9.0,1009.6,1003.3,0
10.837545757266009,26.0,23.0,1019.1,1012.8,0
8.030119791978265,37.0,47.0,1013.9,1015.3,0
8.030119791978265,37.0,47.0,1011.4,1009.9,0
11.773354412361925,56.0,15.0,1010.3,1004.6,0
7.913143710091276,26.0,48.0,1024.0,1022.3,0
8.264071955752245,24.0,45.0,1010.7,1005.2,0
8.381048037639232,33.0,44.0,1022.1,1018.4,0
7.562215464430307,39.0,51.0,1017.7,1016.2,0
7.6791915463172975,33.0,50.0,1026.9,1024.0,0
8.96592844707418,33.0,39.0,1024.4,1022.8,0
8.381048037639232,33.0,44.0,1021.7,1018.5,0
9.316856692735149,30.0,36.0,1018.1,1016.5,0
8.147095873865254,20.0,46.0,1018.1,1013.4,0
9.433832774622136,41.0,35.0,1012.6,1011.9,0
6.158502481786434,20.0,63.0,1026.0,1021.6,0
6.158502481786434,28.0,63.0,1023.7,1023.0,0
7.562215464430307,26.0,51.0,1015.3,1011.7,0
8.381048037639232,15.0,44.0,1017.8,1014.5,0
7.6791915463172975,11.0,50.0,1018.9,1015.0,0
7.328263300656331,15.0,53.0,1026.5,1023.4,0
8.96592844707418,20.0,39.0,1021.3,1018.6,0
7.6791915463172975,28.0,50.0,1016.6,1014.3,0
9.316856692735149,33.0,36.0,1016.5,1012.0,0
8.96592844707418,24.0,39.0,1019.8,1017.2,0
7.6791915463172975,31.0,50.0,1020.1,1017.1,0
8.264071955752245,37.0,45.0,1020.9,1018.2,0
5.690598154238478,31.0,67.0,1020.6,1019.0,0
6.275478563673425,35.0,62.0,1017.2,1015.8,0
6.041526399899446,48.0,64.0,1011.3,1012.6,0
6.977335054995361,24.0,56.0,1021.6,1017.6,0
6.860358973108371,17.0,57.0,1023.9,1019.6,0
5.222693826690519,31.0,71.0,1025.6,1023.9,0
7.796167628204287,24.0,49.0,1018.4,1014.4,0
7.211287218769339,15.0,54.0,1017.9,1014.3,0
5.807574236125468,17.0,66.0,1024.0,1019.9,0
7.796167628204287,26.0,49.0,1030.5,1028.4,0
7.913143710091276,20.0,48.0,1030.5,1027.8,0
8.264071955752245,39.0,45.0,1023.9,1024.4,0
8.498024119526223,28.0,43.0,1020.9,1018.4,0
7.562215464430307,56.0,51.0,1009.6,1009.2,0
6.977335054995361,28.0,56.0,1027.7,1024.9,0
6.158502481786434,39.0,63.0,1027.1,1025.3,0
7.328263300656331,31.0,53.0,1018.4,1016.9,0
6.275478563673425,20.0,62.0,1017.5,1015.0,0
5.924550318012457,17.0,65.0,1027.1,1024.7,0
6.977335054995361,22.0,56.0,1023.3,1022.2,0
9.550808856509127,48.0,34.0,1013.6,1013.5,0
7.094311136882349,28.0,55.0,1022.3,1021.7,0
7.445239382543318,37.0,52.0,1018.2,1009.8,0
8.381048037639232,15.0,44.0,1018.7,1017.1,0
7.328263300656331,22.0,53.0,1015.5,1014.2,0
8.615000201413213,22.0,42.0,1018.3,1012.7,0
9.08290452896117,17.0,38.0,1023.7,1018.6,0
8.030119791978265,17.0,47.0,1024.9,1022.3,0
7.328263300656331,15.0,53.0,1023.2,1019.6,0
8.147095873865254,13.0,46.0,1026.2,1022.5,0
7.6791915463172975,9.0,50.0,1028.5,1025.1,0
8.96592844707418,17.0,39.0,1030.3,1026.3,0
7.562215464430307,22.0,51.0,1029.3,1025.5,0
7.211287218769339,15.0,54.0,1030.7,1027.2,0
8.498024119526223,13.0,43.0,1023.5,1020.5,0
7.445239382543318,13.0,52.0,1019.8,1017.3,0
6.743382891221383,22.0,58.0,1022.4,1019.2,0
7.094311136882349,24.0,55.0,1015.5,1014.3,0
10.369641429718053,31.0,27.0,1017.6,1013.9,0
8.030119791978265,26.0,47.0,1020.4,1017.0,0
7.6791915463172975,33.0,50.0,1024.2,1021.9,0
6.041526399899446,43.0,64.0,1017.3,1019.6,0
10.486617511605044,37.0,26.0,1015.5,1010.4,0
8.96592844707418,39.0,39.0,1015.6,1012.9,0
8.264071955752245,31.0,45.0,1015.3,1011.3,0
11.18847400292698,30.0,20.0,1015.0,1010.6,0
10.135689265944075,35.0,29.0,1019.7,1015.3,0
11.071497921039992,31.0,21.0,1016.9,1012.2,0
9.784761020283105,37.0,32.0,1021.5,1016.7,0
10.72056967537902,37.0,24.0,1018.1,1014.6,0
9.08290452896117,33.0,38.0,1024.2,1020.8,0
8.147095873865254,37.0,46.0,1011.8,1014.3,0
6.626406809334393,24.0,59.0,1023.1,1020.4,0
5.807574236125468,28.0,66.0,1018.1,1020.0,0
4.6378134172555745,20.0,76.0,1010.5,1007.6,0
7.913143710091276,33.0,48.0,1010.1,1008.1,0
10.954521839153,33.0,22.0,1012.2,1007.5,0
10.252665347831064,35.0,28.0,1016.6,1012.1,0
10.603593593492034,31.0,25.0,1019.0,1015.3,0
10.369641429718053,35.0,27.0,1021.4,1016.3,0
9.667784938396117,35.0,33.0,1022.1,1018.1,0
8.615000201413213,31.0,42.0,1022.1,1019.0,0
6.626406809334393,24.0,59.0,1023.8,1023.6,0
10.72056967537902,31.0,24.0,1019.0,1014.1,0
7.445239382543318,31.0,52.0,1020.0,1016.7,0
8.264071955752245,33.0,45.0,1015.0,1009.8,0
6.860358973108371,24.0,57.0,1019.6,1019.0,0
7.211287218769339,31.0,54.0,1017.8,1012.9,0
8.498024119526223,30.0,43.0,1022.5,1018.1,0
7.211287218769339,31.0,54.0,1027.0,1023.3,0
10.018713184057084,24.0,30.0,1021.1,1018.4,0
9.784761020283105,26.0,32.0,1016.9,1014.6,0
8.615000201413213,61.0,42.0,1005.4,1003.4,0
7.328263300656331,20.0,53.0,1018.1,1014.0,0
6.626406809334393,31.0,59.0,1020.8,1017.8,0
8.030119791978265,30.0,47.0,1018.3,1015.2,0
8.615000201413213,30.0,42.0,1023.7,1020.3,0
7.913143710091276,33.0,48.0,1023.7,1019.9,0
8.498024119526223,37.0,43.0,1022.6,1020.3,0
6.977335054995361,26.0,56.0,1019.1,1018.0,0
6.860358973108371,26.0,57.0,1018.6,1013.8,0
6.158502481786434,20.0,63.0,1026.4,1023.4,0
4.6378134172555745,30.0,76.0,1020.5,1020.3,0
9.550808856509127,33.0,34.0,1017.8,1012.4,0
8.731976283300202,28.0,41.0,1020.8,1017.1,0
8.264071955752245,28.0,45.0,1023.7,1021.2,0
7.445239382543318,31.0,52.0,1020.5,1018.2,0
8.848952365187191,35.0,40.0,1016.0,1014.9,0
10.369641429718053,54.0,27.0,1007.6,1007.4,0
6.158502481786434,26.0,63.0,1013.2,1009.1,0
5.807574236125468,24.0,66.0,1013.6,1013.1,0
10.252665347831064,33.0,28.0,1018.6,1013.2,0
8.030119791978265,63.0,47.0,1011.1,1013.8,0
8.848952365187191,43.0,40.0,1020.9,1019.7,0
6.977335054995361,20.0,56.0,1023.3,1019.1,0
7.796167628204287,22.0,49.0,1030.9,1026.9,0
8.147095873865254,20.0,46.0,1032.1,1028.8,0
7.445239382543318,28.0,52.0,1030.2,1028.9,0
8.615000201413213,20.0,42.0,1023.1,1018.2,0
7.6791915463172975,24.0,50.0,1024.6,1021.2,0
6.158502481786434,24.0,63.0,1021.9,1019.5,0
4.988741662916541,24.0,73.0,1022.5,1020.3,0
8.731976283300202,26.0,41.0,1021.0,1017.0,0
9.433832774622136,24.0,35.0,1026.3,1020.6,0
5.222693826690519,24.0,71.0,1030.2,1027.1,0
5.924550318012457,24.0,65.0,1027.7,1025.8,0
8.264071955752245,30.0,45.0,1028.0,1022.6,0
6.041526399899446,24.0,64.0,1023.3,1021.4,0
7.6791915463172975,24.0,50.0,1022.0,1018.0,0
4.169909089707616,15.0,80.0,1023.4,1021.4,0
6.743382891221383,20.0,58.0,1023.2,1022.2,0
10.369641429718053,43.0,27.0,1016.0,1010.7,0
8.498024119526223,28.0,43.0,1020.2,1013.7,0
5.573622072351488,26.0,68.0,1023.1,1019.0,0
6.275478563673425,30.0,62.0,1024.9,1021.2,0
10.603593593492034,30.0,25.0,1016.8,1014.6,0
8.615000201413213,26.0,42.0,1019.1,1014.6,0
8.848952365187191,26.0,40.0,1017.3,1015.6,0
8.498024119526223,24.0,43.0,1014.9,1012.1,0
9.667784938396117,17.0,33.0,1019.6,1014.8,0
5.573622072351488,20.0,68.0,1018.7,1015.1,0
8.381048037639232,15.0,44.0,1025.1,1020.9,0
5.807574236125468,17.0,66.0,1018.7,1015.5,0
9.901737102170095,19.0,31.0,1018.0,1013.2,0
10.486617511605044,44.0,26.0,1018.4,1014.1,0
10.837545757266009,48.0,23.0,1013.7,1013.5,0
7.796167628204287,19.0,49.0,1024.6,1019.8,0
6.743382891221383,24.0,58.0,1027.4,1023.6,0
9.19988061084816,31.0,37.0,1020.8,1018.7,0
9.667784938396117,35.0,33.0,1017.9,1013.8,0
9.19988061084816,26.0,37.0,1019.1,1015.1,0
10.486617511605044,39.0,26.0,1017.0,1014.5,0
8.030119791978265,28.0,47.0,1022.0,1017.0,0
8.615000201413213,20.0,42.0,1017.4,1013.5,0
7.211287218769339,13.0,54.0,1022.9,1017.9,0
10.603593593492034,15.0,25.0,1024.0,1019.5,0
8.381048037639232,52.0,44.0,1014.3,1014.4,0
9.316856692735149,35.0,36.0,1015.4,1012.6,0
8.147095873865254,52.0,46.0,1006.5,1005.0,0
3.4680525983856785,41.0,86.0,1008.5,1002.6,0
7.913143710091276,20.0,48.0,1021.4,1017.9,0
9.784761020283105,19.0,32.0,1019.6,1016.7,0
8.96592844707418,19.0,39.0,1020.8,1016.5,0
9.19988061084816,26.0,37.0,1015.3,1013.7,0
10.603593593492034,41.0,25.0,1012.6,1006.3,0
8.381048037639232,19.0,44.0,1017.1,1012.2,0
9.433832774622136,50.0,35.0,1013.2,1009.2,0
9.19988061084816,28.0,37.0,1022.1,1019.5,0
8.264071955752245,28.0,45.0,1018.7,1014.8,0
7.094311136882349,17.0,55.0,1018.9,1016.2,0
10.018713184057084,28.0,30.0,1020.8,1018.1,0
7.796167628204287,33.0,49.0,1011.5,1007.5,0
6.743382891221383,35.0,58.0,1009.4,1008.1,0
7.094311136882349,31.0,55.0,1011.7,1006.6,0
9.550808856509127,37.0,34.0,1008.5,1004.8,0
8.498024119526223,24.0,43.0,1014.5,1010.2,0
7.913143710091276,30.0,48.0,1016.9,1014.0,0
7.445239382543318,28.0,52.0,1015.6,1013.1,0
7.913143710091276,24.0,48.0,1016.5,1012.2,0
6.743382891221383,26.0,58.0,1020.9,1018.8,0
7.6791915463172975,28.0,50.0,1019.2,1017.1,0
6.158502481786434,26.0,63.0,1018.2,1015.9,0
7.913143710091276,28.0,48.0,1010.0,1007.8,0
7.094311136882349,41.0,55.0,1018.0,1017.6,0
7.913143710091276,33.0,48.0,1006.4,1003.3,0
6.275478563673425,30.0,62.0,1004.0,1002.2,0
8.848952365187191,33.0,40.0,1004.2,1003.8,0
3.818980844046648,28.0,83.0,1016.2,1013.8,0
6.743382891221383,30.0,58.0,1017.7,1016.0,0
5.222693826690519,19.0,71.0,1013.6,1011.6,0
11.071497921039992,41.0,21.0,1012.5,1009.1,0
9.667784938396117,22.0,33.0,1017.3,1012.2,0
8.615000201413213,28.0,42.0,1020.4,1016.9,0
7.562215464430307,30.0,51.0,1025.3,1022.0,0
4.871765581029553,43.0,74.0,1027.6,1026.2,0
6.860358973108371,54.0,57.0,1012.5,1013.0,0
8.498024119526223,28.0,43.0,1012.4,1008.9,0
6.041526399899446,28.0,64.0,1025.4,1023.8,0
7.562215464430307,30.0,51.0,1025.3,1021.2,0
9.19988061084816,28.0,37.0,1018.2,1015.8,0
8.030119791978265,43.0,47.0,1017.7,1015.0,0
9.901737102170095,31.0,31.0,1011.0,1010.5,0
5.924550318012457,44.0,65.0,1003.3,996.4,0
6.509430727447404,30.0,60.0,1017.0,1012.1,0
8.381048037639232,28.0,44.0,1020.7,1017.0,0
9.08290452896117,30.0,38.0,1019.7,1016.7,0
6.041526399899446,26.0,64.0,1019.9,1017.8,0
6.977335054995361,26.0,56.0,1019.9,1018.3,0
8.147095873865254,24.0,46.0,1021.4,1016.8,0
8.731976283300202,35.0,41.0,1023.5,1021.3,0
8.498024119526223,28.0,43.0,1021.4,1017.8,0
7.796167628204287,30.0,49.0,1023.0,1019.8,0
9.784761020283105,28.0,32.0,1021.7,1018.2,0
7.796167628204287,30.0,49.0,1022.0,1018.9,0
9.08290452896117,31.0,38.0,1021.3,1018.3,0
9.08290452896117,30.0,38.0,1021.4,1018.0,0
7.6791915463172975,26.0,50.0,1022.0,1019.2,0
5.924550318012457,30.0,65.0,1021.2,1019.8,0
8.498024119526223,31.0,43.0,1018.7,1016.2,0
7.328263300656331,33.0,53.0,1019.4,1018.1,0
5.924550318012457,28.0,65.0,1015.6,1015.2,0
10.603593593492034,31.0,25.0,1012.2,1008.3,0
10.72056967537902,28.0,24.0,1016.1,1012.0,0
9.667784938396117,24.0,33.0,1021.3,1016.8,0
7.445239382543318,41.0,52.0,1006.3,1000.3,0
6.509430727447404,43.0,60.0,1024.8,1024.2,0
9.550808856509127,63.0,34.0,1003.5,1002.5,0
9.784761020283105,19.0,32.0,1025.8,1024.1,0
6.275478563673425,26.0,62.0,1031.7,1028.5,0
8.147095873865254,19.0,46.0,1030.2,1025.7,0
8.147095873865254,15.0,46.0,1030.4,1026.7,0
8.264071955752245,39.0,45.0,1021.6,1021.8,0
6.860358973108371,50.0,57.0,998.5,1005.7,0
7.445239382543318,44.0,52.0,1018.5,1013.5,0
6.860358973108371,17.0,57.0,1026.9,1022.3,0
8.030119791978265,17.0,47.0,1027.5,1024.8,0
8.147095873865254,31.0,46.0,1023.0,1021.0,0
8.498024119526223,22.0,43.0,1023.6,1019.8,0
7.6791915463172975,31.0,50.0,1018.9,1017.4,0
7.562215464430307,28.0,51.0,1029.5,1023.8,0
7.796167628204287,41.0,49.0,1010.9,1010.4,0
8.848952365187191,28.0,40.0,1020.0,1016.3,0
8.731976283300202,41.0,41.0,1015.5,1014.3,0
9.08290452896117,46.0,38.0,1019.9,1013.4,0
9.316856692735149,19.0,36.0,1024.4,1020.1,0
9.433832774622136,24.0,35.0,1026.5,1021.8,0
8.498024119526223,17.0,43.0,1030.9,1025.2,0
7.6791915463172975,24.0,50.0,1032.8,1029.2,0
7.913143710091276,26.0,48.0,1028.0,1026.9,0
9.19988061084816,33.0,37.0,1022.5,1020.2,0
8.731976283300202,24.0,41.0,1024.4,1019.3,0
9.433832774622136,35.0,35.0,1018.8,1017.2,0
6.392454645560415,31.0,61.0,1014.6,1013.2,0
9.433832774622136,43.0,35.0,1015.7,1011.1,0
8.147095873865254,48.0,46.0,1012.3,1011.2,0
7.094311136882349,22.0,55.0,1021.6,1017.8,0
9.550808856509127,57.0,34.0,1007.5,1004.7,0
8.264071955752245,30.0,45.0,1022.7,1017.1,0
6.158502481786434,33.0,63.0,1015.6,1017.4,0
10.72056967537902,41.0,24.0,1021.1,1015.7,0
10.486617511605044,37.0,26.0,1019.0,1016.9,0
10.603593593492034,61.0,25.0,1016.4,1013.7,0
9.19988061084816,59.0,37.0,1007.4,1003.9,0
9.550808856509127,57.0,34.0,998.6,999.0,0
9.667784938396117,26.0,33.0,1012.8,1007.6,0
8.030119791978265,50.0,47.0,1006.4,1006.3,0
7.913143710091276,52.0,48.0,998.5,997.9,0
8.381048037639232,20.0,44.0,1019.1,1016.4,0
6.977335054995361,65.0,56.0,1000.5,993.1,0
8.731976283300202,43.0,41.0,1013.1,1008.4,0
7.562215464430307,43.0,51.0,1006.6,1005.6,0
7.6791915463172975,26.0,50.0,1012.4,1006.9,0
7.445239382543318,54.0,52.0,1012.0,1010.2,0
6.977335054995361,48.0,56.0,1007.1,1006.3,0
8.264071955752245,19.0,45.0,1018.5,1015.8,0
8.731976283300202,43.0,41.0,1009.6,1008.7,0
7.562215464430307,20.0,51.0,1021.9,1017.5,0
8.381048037639232,37.0,44.0,1016.7,1015.7,0
7.445239382543318,33.77898598215313,52.0,1009.6,1008.5,0
5.339669908577509,30.0,70.0,1013.7,1008.2,0
9.901737102170095,69.0,31.0,1008.9,1007.4,0
7.094311136882349,15.0,55.0,1022.9,1017.7,0
8.147095873865254,15.0,46.0,1026.4,1022.5,0
5.807574236125468,19.0,66.0,1029.1,1026.4,0
8.96592844707418,15.0,39.0,1028.6,1025.2,0
8.264071955752245,39.0,45.0,1023.7,1023.5,0
6.275478563673425,35.0,62.0,1015.8,1014.0,0
8.030119791978265,13.0,47.0,1021.0,1017.1,0
9.316856692735149,44.0,36.0,1018.7,1018.4,0
8.381048037639232,74.0,44.0,1004.3,1003.5,0
7.796167628204287,35.0,49.0,1012.4,1007.1,0
8.615000201413213,37.0,42.0,1004.2,1005.7,0
8.030119791978265,54.0,47.0,1003.2,1002.3,0
6.626406809334393,41.0,59.0,999.4,994.5,0
3.5850286802726696,13.0,85.0,1017.4,1015.9,0
5.924550318012457,24.0,65.0,1021.1,1015.0,0
7.796167628204287,24.0,49.0,1025.7,1019.1,0
8.147095873865254,13.0,46.0,1036.0,1031.5,0
7.445239382543318,24.0,52.0,1039.2,1035.1,0
9.784761020283105,24.0,32.0,1036.8,1035.2,0
8.498024119526223,41.0,43.0,1023.0,1021.0,0
7.796167628204287,26.0,49.0,1017.6,1017.0,0
8.848952365187191,57.0,40.0,1007.1,1006.0,0
7.562215464430307,31.0,51.0,1011.5,1009.7,0
7.913143710091276,48.0,48.0,1003.6,1003.3,0
7.562215464430307,57.0,51.0,1000.4,998.9,0
7.445239382543318,20.0,52.0,1027.0,1024.0,0
5.222693826690519,15.0,71.0,1029.1,1026.3,0
7.913143710091276,20.0,48.0,1033.8,1029.7,0
8.615000201413213,52.0,42.0,1015.8,1016.6,0
8.147095873865254,26.0,46.0,1025.7,1023.4,0
8.615000201413213,13.0,42.0,1026.7,1022.3,0
5.339669908577509,26.0,70.0,1031.0,1028.2,0
5.807574236125468,46.0,66.0,1018.8,1018.7,0
4.520837335368585,11.0,77.0,1017.5,1012.9,0
8.615000201413213,20.0,42.0,1018.2,1015.3,0
7.445239382543318,20.0,52.0,1023.5,1020.0,0
8.848952365187191,31.0,40.0,1023.2,1018.1,0
8.264071955752245,24.0,45.0,1024.2,1020.6,0
8.498024119526223,50.0,43.0,1012.3,1013.9,0
9.550808856509127,39.0,34.0,1014.3,1013.0,0
8.731976283300202,44.0,41.0,1012.2,1012.0,0
8.615000201413213,28.0,42.0,1016.0,1012.3,0
9.316856692735149,65.0,36.0,1003.9,1004.2,0
4.6378134172555745,19.0,76.0,1020.1,1015.6,0
7.913143710091276,28.0,48.0,1024.8,1019.7,0
5.924550318012457,20.0,65.0,1031.4,1026.9,0
6.626406809334393,17.0,59.0,1033.4,1030.2,0
8.848952365187191,19.0,40.0,1030.5,1027.1,0
9.784761020283105,39.0,32.0,1029.7,1025.9,0
9.433832774622136,59.0,35.0,1018.8,1019.6,0
9.784761020283105,56.0,32.0,1010.2,1007.3,0
7.211287218769339,63.0,54.0,1014.6,1010.2,0
6.041526399899446,22.0,64.0,1025.2,1020.6,0
4.871765581029553,19.0,74.0,1023.6,1022.5,0
6.977335054995361,57.0,56.0,1004.1,1003.7,0
3.818980844046648,30.0,83.0,1011.7,1006.1,0
10.135689265944075,33.0,29.0,1017.2,1016.1,0
8.96592844707418,43.0,39.0,1016.7,1011.9,0
7.094311136882349,24.0,55.0,1019.3,1014.9,0
8.264071955752245,31.0,45.0,1020.3,1016.1,0
8.731976283300202,44.0,41.0,1020.0917593391002,1017.5741485706444,0
4.6378134172555745,30.0,76.0,1018.570822273304,1016.1266520853786,0
5.924550318012457,17.0,65.0,1020.0917593391002,1017.5741485706444,0
6.392454645560415,33.0,61.0,1022.3224670356013,1019.6971434157007,0
6.158502481786434,17.0,63.0,1021.764790111476,1019.1663947044367,0
6.275478563673425,24.0,62.0,1021.6633943070897,1019.0698949387523,0
6.743382891221383,41.0,58.0,1021.460602698317,1018.8768954073836,0
6.626406809334393,54.0,59.0,1021.4099047961237,1018.8286455245413,0
8.030119791978265,15.0,47.0,1024.0461957101707,1021.3376394323352,0
8.498024119526223,33.0,43.0,1022.5759565465677,1019.9383928299117,0
7.445239382543318,65.0,52.0,1021.5619985027032,1018.9733951730676,0
8.498024119526223,52.0,43.0,1022.4745607421812,1019.8418930642273,0
7.211287218769339,41.0,54.0,1021.4099047961237,1018.8286455245413,0
6.275478563673425,19.0,62.0,1022.5759565465677,1019.9383928299117,0
5.222693826690519,35.0,71.0,1022.5252586443744,1019.8901429470692,0
8.731976283300202,33.0,41.0,1024.654570536489,1021.9166380264412,0
8.030119791978265,13.0,47.0,1022.4,1018.0,0
9.08290452896117,9.0,38.0,1022.9,1020.2,0
8.381048037639232,26.0,44.0,1027.0,1024.5,0
7.445239382543318,54.0,52.0,1020.6,1017.7,0
7.6791915463172975,22.0,50.0,1026.3,1022.8,0
5.924550318012457,15.0,65.0,1029.7,1024.8,0
6.275478563673425,19.0,62.0,1033.6,1029.7,0
6.509430727447404,15.0,60.0,1033.1,1031.0,0
6.743382891221383,22.0,58.0,1023.184331372886,1020.517391424018,0
7.445239382543318,13.0,52.0,1032.8,1029.0,0
8.848952365187191,48.0,40.0,1022.9815397641133,1020.3243918926493,0
8.030119791978265,15.0,47.0,1022.7280502531473,1020.0831424784379,0
5.105717744803531,31.0,72.0,1018.1652390557583,1015.7406530226413,0
8.96592844707418,28.0,39.0,1022.2717691334084,1019.6488935328584,0
8.381048037639232,19.0,44.0,1022.1196754268286,1019.5041438843318,0
7.796167628204287,26.0,49.0,1021.3085089917372,1018.7321457588569,0
8.731976283300202,31.0,41.0,1020.5987383610324,1018.0566473990663,0
9.433832774622136,44.0,35.0,1022.5252586443744,1019.8901429470692,0
7.562215464430307,20.0,51.0,1020.6494362632255,1018.1048972819084,0
6.275478563673425,22.0,62.0,1022.0182796224424,1019.4076441186476,0
8.731976283300202,22.0,41.0,1023.5392166882384,1020.8551406039132,0
9.667784938396117,39.0,33.0,1020.3959467522596,1017.8636478676974,0
7.328263300656331,53.13193306556335,53.0,1024.0968936123638,1021.3858893151773,0
8.498024119526223,24.0,43.0,1022.8801439597268,1020.2278921269648,0
9.784761020283105,30.0,32.0,1022.9815397641133,1020.3243918926493,0
7.6791915463172975,26.0,50.0,1023.8434041013976,1021.1446399009662,0
7.445239382543318,20.0,52.0,1023.0829355684996,1020.4208916583334,0
8.147095873865254,30.0,46.0,1023.8434041013976,1021.1446399009662,0
8.731976283300202,41.0,41.0,1021.764790111476,1019.1663947044367,0
8.030119791978265,43.0,47.0,1023.7927061992044,1021.0963900181239,0
7.6791915463172975,31.0,50.0,1022.8294460575336,1020.1796422441223,0
8.731976283300202,44.0,41.0,1021.714092209283,1019.1181448215943,0
9.550808856509127,48.0,34.0,1021.460602698317,1018.8768954073836,0
9.667784938396117,31.0,33.0,1023.0322376663063,1020.3726417754912,0
8.731976283300202,28.0,41.0,1021.5619985027032,1018.9733951730676,0
8.264071955752245,26.0,45.0,1023.0829355684996,1020.4208916583334,0
9.08290452896117,26.0,38.0,1023.3871229816588,1020.7103909553866,0
6.977335054995361,24.0,56.0,1033.3,1031.1,0
2.8831721889507325,24.0,91.0,1023.6,1023.4,0
6.041526399899446,11.0,64.0,1023.4,1019.9,0
6.041526399899446,15.0,64.0,1035.7,1032.0,0
6.509430727447404,28.0,60.0,1035.9,1033.6,0
6.626406809334393,33.0,59.0,1031.9,1031.0,0
8.498024119526223,33.0,43.0,1025.0,1024.7,0
8.498024119526223,52.0,43.0,1016.5,1016.8,0
8.264071955752245,56.0,45.0,1014.2,1010.7,0
7.796167628204287,50.0,49.0,1010.1,1010.4,0
8.030119791978265,50.0,47.0,1011.2,1006.0,0
8.264071955752245,28.0,45.0,1017.5,1013.9,0
8.96592844707418,33.0,39.0,1019.7,1015.9,0
8.615000201413213,43.0,42.0,1018.5,1016.2,0
4.871765581029553,19.0,74.0,1032.0,1027.1,0
8.731976283300202,44.0,41.0,1014.5,1013.1,0
5.339669908577509,20.0,70.0,1016.2,1013.1,0
4.403861253481594,31.0,78.0,1015.3,1013.1,0
5.105717744803531,22.0,72.0,1031.4,1028.7,0
8.381048037639232,22.0,44.0,1026.2,1024.0,0
8.498024119526223,31.0,43.0,1019.1,1018.5,0
6.977335054995361,52.0,56.0,1008.5,1010.5,0
7.094311136882349,19.0,55.0,1008.0,1004.3,0
5.105717744803531,19.0,72.0,1012.5,1009.5,0
7.913143710091276,24.0,48.0,1023.9,1020.6,0
